"","L_ATC4","ATC4","name_simp"
"1275","FACTEURS DE CROISSANCE","L03AA","NIVESTIM"
"1276","FACTEURS DE CROISSANCE","L03AA","GRANOCYTE"
"1277","FACTEURS DE CROISSANCE","L03AA","PELGRAZ"
"1278","FACTEURS DE CROISSANCE","L03AA","ZIEXTENZO"
"1279","FACTEURS DE CROISSANCE","L03AA","FULPHILA"
"1280","FACTEURS DE CROISSANCE","L03AA","PELMEG"
"1281","FACTEURS DE CROISSANCE","L03AA","CEGFILA"
"1282","FACTEURS DE CROISSANCE","L03AA","GRASUSTEK"
"1283","FACTEURS DE CROISSANCE","L03AA","NYVEPRIA"
"1284","FACTEURS DE CROISSANCE","L03AA","STIMUFEND"
"1285","FACTEURS DE CROISSANCE","L03AA","NEULASTA"
"1286","FACTEURS DE CROISSANCE","L03AA","LONQUEX"
"1287","INTERFERONS","L03AB","AVONEX"
"1288","INTERFERONS","L03AB","REBIF"
"1289","INTERFERONS","L03AB","BETAFERON"
"1290","INTERFERONS","L03AB","PEGASYS"
"1291","INTERFERONS","L03AB","PLEGRIDY"
"1292","AUTRES IMMUNOSTIMULANTS","L03AX","BCG"
"1293","AUTRES IMMUNOSTIMULANTS","L03AX","COPAXONE"
"1294","AUTRES IMMUNOSTIMULANTS","L03AX","GLATIRAMER"
"1295","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","CELLCEPT"
"1296","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","MYFORTIC"
"1297","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","MYCOPHENOLATE"
"1298","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","CERTICAN"
"1299","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","ORENCIA"
"1300","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","OTEZLA"
"1301","IMMUNOSUPPRESSEURS SELECTIFS","L04AA","MAVENCLAD"
"1302","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","ENBREL"
"1303","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","BENEPALI"
"1304","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","ERELZI"
"1305","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","NEPEXTO"
"1306","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","REMSIMA"
"1307","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","HUMIRA"
"1308","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","AMGEVITA"
"1309","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","IMRALDI"
"1310","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","HYRIMOZ"
"1311","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","HULIO"
"1312","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","IDACIO"
"1313","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","AMSPARITY"
"1314","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","YUFLYMA"
"1315","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","HUKYNDRA"
"1316","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","LIBMYRIS"
"1317","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","INCONNU"
"1318","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","CIMZIA"
"1319","INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)","L04AB","SIMPONI"
"1320","INHIBITEURS DE L’INTERLEUKINE","L04AC","KINERET"
"1321","INHIBITEURS DE L’INTERLEUKINE","L04AC","STELARA"
"1322","INHIBITEURS DE L’INTERLEUKINE","L04AC","UZPRUVO"
"1323","INHIBITEURS DE L’INTERLEUKINE","L04AC","PYZCHIVA"
"1324","INHIBITEURS DE L’INTERLEUKINE","L04AC","WEZENLA"
"1325","INHIBITEURS DE L’INTERLEUKINE","L04AC","ROACTEMRA"
"1326","INHIBITEURS DE L’INTERLEUKINE","L04AC","TYENNE"
"1327","INHIBITEURS DE L’INTERLEUKINE","L04AC","ILARIS"
"1328","INHIBITEURS DE L’INTERLEUKINE","L04AC","COSENTYX"
"1329","INHIBITEURS DE L’INTERLEUKINE","L04AC","KYNTHEUM"
"1330","INHIBITEURS DE L’INTERLEUKINE","L04AC","TALTZ"
"1331","INHIBITEURS DE L’INTERLEUKINE","L04AC","KEVZARA"
"1332","INHIBITEURS DE L’INTERLEUKINE","L04AC","TREMFYA"
"1333","INHIBITEURS DE L’INTERLEUKINE","L04AC","ILUMETRI"
"1334","INHIBITEURS DE L’INTERLEUKINE","L04AC","SKYRIZI"
"1335","INHIBITEURS DE L’INTERLEUKINE","L04AC","ENSPRYNG"
"1336","INHIBITEURS DE L’INTERLEUKINE","L04AC","BIMZELX"
"1337","INHIBITEURS DE LA CALCINEURINE","L04AD","NEORAL"
"1338","INHIBITEURS DE LA CALCINEURINE","L04AD","ENVARSUS"
"1339","INHIBITEURS DE LA CALCINEURINE","L04AD","ADOPORT"
"1340","INHIBITEURS DE LA CALCINEURINE","L04AD","CONFEROPORT"
"1341","INHIBITEURS DE LA CALCINEURINE","L04AD","PROGRAF"
"1342","INHIBITEURS DE LA CALCINEURINE","L04AD","ADVAGRAF"
"1343","INHIBITEURS DE LA CALCINEURINE","L04AD","MODIGRAF"
"1344","MODULTAURES DES RECEPTEURS DE LA SPHINGOSINE-1 PHOSPHATE (S1P)","L04AE","GILENYA"
"1345","MODULTAURES DES RECEPTEURS DE LA SPHINGOSINE-1 PHOSPHATE (S1P)","L04AE","FINGOLIMOD"
"1346","MODULTAURES DES RECEPTEURS DE LA SPHINGOSINE-1 PHOSPHATE (S1P)","L04AE","PONVORY"
"1347","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","XELJANZ"
"1348","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","OLUMIANT"
"1349","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","RINVOQ"
"1350","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","JYSELECA"
"1351","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","SOTYKTU"
"1352","INHIBITEURS DELA JANUS KINASE (JAK)","L04AF","LITFULO"
"1353","ANTICORPS MONOCLONAUX","L04AG","BENLYSTA"
"1354","ANTICORPS MONOCLONAUX","L04AG","ENTYVIO"
"1355","ANTICORPS MONOCLONAUX","L04AG","KESIMPTA"
"1356","INHIBITEURS DE LA KINASE CIBLE DE LA RAPAMYCINE (chez les mammifères) (mTOR)","L04AH","RAPAMUNE"
"1357","INHIBITEURS DU COMPLEMENT","L04AJ","ASPAVELI"
"1358","INHIBITEURS DU COMPLEMENT","L04AJ","TAVNEOS"
"1359","INHIBITEURS DE LA DIHYDROOROTATE DESHYDROGENASE","L04AK","LEFLUNOMIDE"
"1360","INHIBITEURS DE LA DIHYDROOROTATE DESHYDROGENASE","L04AK","ARAVA"
"1361","INHIBITEURS DE LA DIHYDROOROTATE DESHYDROGENASE","L04AK","AUBAGIO"
"1362","INHIBITEURS DE LA DIHYDROOROTATE DESHYDROGENASE","L04AK","TERIFLUNOMIDE"
"1363","INHIBITEURS DE LA DIHYDROOROTATE DESHYDROGENASE","L04AK","TEREBYO"
"1364","AUTRES IMMUNOSUPPRESSEURS","L04AX","AZATHIOPRINE"
"1365","AUTRES IMMUNOSUPPRESSEURS","L04AX","IMUREL"
"1366","AUTRES IMMUNOSUPPRESSEURS","L04AX","METOJECT"
"1367","AUTRES IMMUNOSUPPRESSEURS","L04AX","IMETH"
"1368","AUTRES IMMUNOSUPPRESSEURS","L04AX","NORDIMET"
"1369","AUTRES IMMUNOSUPPRESSEURS","L04AX","METHOTREXATE"
"1370","AUTRES IMMUNOSUPPRESSEURS","L04AX","IZIXATE"
"1371","AUTRES IMMUNOSUPPRESSEURS","L04AX","ESBRIET"
"1372","AUTRES IMMUNOSUPPRESSEURS","L04AX","PIRFENIDONE"
"1373","AUTRES IMMUNOSUPPRESSEURS","L04AX","TECFIDERA"
"1374","AUTRES IMMUNOSUPPRESSEURS","L04AX","DIMETHYL"
"1375","AUTRES IMMUNOSUPPRESSEURS","L04AX","VUMERITY"
"1376","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","INDOCID"
"1377","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","CHRONO"
"1378","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","ARTHROCINE"
"1379","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","DICLOFENAC"
"1380","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","FLECTOR"
"1381","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","VOLTARENE"
"1382","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","LODINE"
"1383","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","ACECLOFENAC"
"1384","DERIVES DE L'ACIDE ACETIQUE ET APPARENTES","M01AB","CARTREX"
"1385","OXICAMS","M01AC","FELDENE"
"1386","OXICAMS","M01AC","BREXIN"
"1387","OXICAMS","M01AC","CYCLADOL"
"1388","OXICAMS","M01AC","PIROXICAM"
"1389","OXICAMS","M01AC","ZOFORA"
"1390","OXICAMS","M01AC","TILCOTIL"
"1391","OXICAMS","M01AC","MOBIC"
"1392","OXICAMS","M01AC","MELOXICAM"
"1393","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","IBUPROFENE"
"1394","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","NUREFLEX"
"1395","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","ADVILMED"
"1396","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","ANTARENE"
"1397","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","SPIFEN"
"1398","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","ALEVETABS"
"1399","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","NAPROXENE"
"1400","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","NAPROSYNE"
"1401","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","APRANAX"
"1402","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","ANTALNOX"
"1403","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","KETOPROFENE"
"1404","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","PROFENID"
"1405","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","TOPREC"
"1406","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","KETUM"
"1407","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","PROFEMIGR"
"1408","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","BIPROFENID"
"1409","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","INCONNU"
"1410","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","CEBUTID"
"1411","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","ANTADYS"
"1412","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","SURGAM"
"1413","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","FLANID"
"1414","DERIVES DE L'ACIDE PROPIONIQUE","M01AE","TIAPROFENIQUE"
"1415","FENAMATES","M01AG","PONSTYL"
"1416","COXIBS","M01AH","CELECOXIB"
"1417","COXIBS","M01AH","CELEBREX"
"1418","COXIBS","M01AH","ETORICOXIB"
"1419","COXIBS","M01AH","ARCOXIA"
"1420","AUTRES ANTIINFLAMMATOIRES ANTIRHUMATISMAUX NON STEROIDIENS","M01AX","NABUCOX"
"1421","AUTRES ANTIINFLAMMATOIRES ANTIRHUMATISMAUX NON STEROIDIENS","M01AX","NIFLURIL"
"1422","PENICILLAMINE ET ANALOGUES","M01CC","TROLOVOL"
"1423","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","GELDENE"
"1424","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","IBUFETUM"
"1425","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","ANTARENE"
"1426","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","ADVILMED"
"1427","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","IBUPROFENE"
"1428","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","DICLOFENAC"
"1429","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","VOLTARENE"
"1430","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","FLECTOR"
"1431","ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE","M02AA","NIFLUGEL"
"1432","AUTRES MEDICAMENTS A ACTION CENTRALE","M03BX","BACLOFENE"
"1433","AUTRES MEDICAMENTS A ACTION CENTRALE","M03BX","LIORESAL"
"1434","DANTROLENE ET DERIVES","M03CA","DANTRIUM"
"1435","INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE","M04AA","ALLOPURINOL"
"1436","INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE","M04AA","ZYLORIC"
"1437","INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE","M04AA","FEBUXOSTAT"
"1438","INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE","M04AA","ADENURIC"
"1439","URICOSURIQUES","M04AB","SANTURIL"
"1440","MEDICAMENTS SANS EFFET SUR LE METABOLISME DE L'ACIDE URIQUE","M04AC","COLCHIMAX"
"1441","MEDICAMENTS SANS EFFET SUR LE METABOLISME DE L'ACIDE URIQUE","M04AC","COLCHICINE"
"1442","DIPHOSPHONATES","M05BA","LYTOS"
"1443","DIPHOSPHONATES","M05BA","CLASTOBAN"
"1444","DIPHOSPHONATES","M05BA","STEOVESS"
"1445","DIPHOSPHONATES","M05BA","ALENDRONIQUE"
"1446","DIPHOSPHONATES","M05BA","FOSAMAX"
"1447","DIPHOSPHONATES","M05BA","ACIDE"
"1448","DIPHOSPHONATES","M05BA","RISEDRONATE"
"1449","DIPHOSPHONATES","M05BA","ACTONEL"
"1450","DIPHOSPHONATES","M05BA","ZOMETA"
"1451","DIPHOSPHONATES","M05BA","AC"
"1452","DIPHOSPHONATES","M05BA","ACLASTA"
"1453","DIPHOSPHONATES EN ASSOCIATION","M05BB","ALEND"
"1454","DIPHOSPHONATES EN ASSOCIATION","M05BB","FOSAVANCE"
"1455","DIPHOSPHONATES EN ASSOCIATION","M05BB","ADROVANCE"
"1456","DIPHOSPHONATES EN ASSOCIATION","M05BB","ACTONELCOMBI"
"1457","AUTRES MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET LA MINERALISATION","M05BX","XGEVA"
"1458","AUTRES MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET LA MINERALISATION","M05BX","PROLIA"
"1459","AUTRES MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET LA MINERALISATION","M05BX","CRYSVITA"
"1460","AUTRES MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET LA MINERALISATION","M05BX","VOXZOGO"
"1461","QUININE ET DERIVES","M09AA","QUINIMAX"
"1462","AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES","M09AX","PLAQUENIL"
"1463","AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES","M09AX","EVRYSDI"
"1464","AMIDES","N01BB","GLYDO"
"1465","AMIDES","N01BB","XYLOCAINE"
"1466","AMIDES","N01BB","MESOCAINE"
"1467","AMIDES","N01BB","DYNEXAN"
"1468","AMIDES","N01BB","VERSATIS"
"1469","AMIDES","N01BB","LIDOCAINE/PRILOCAINE"
"1470","AMIDES","N01BB","EMLA"
"1471","AMIDES","N01BB","EMLAPATCH"
"1472","AMIDES","N01BB","ANESDERM"
"1473","ALCALOIDES NATURELS DE L'OPIUM","N02AA","MORPHINE"
"1474","ALCALOIDES NATURELS DE L'OPIUM","N02AA","ACTISKENAN"
"1475","ALCALOIDES NATURELS DE L'OPIUM","N02AA","MOSCONTIN"
"1476","ALCALOIDES NATURELS DE L'OPIUM","N02AA","SKENAN"
"1477","ALCALOIDES NATURELS DE L'OPIUM","N02AA","SEVREDOL"
"1478","ALCALOIDES NATURELS DE L'OPIUM","N02AA","ORAMORPH"
"1479","ALCALOIDES NATURELS DE L'OPIUM","N02AA","SOPHIDONE"
"1480","ALCALOIDES NATURELS DE L'OPIUM","N02AA","OXYCODONE"
"1481","ALCALOIDES NATURELS DE L'OPIUM","N02AA","OXYCONTIN"
"1482","ALCALOIDES NATURELS DE L'OPIUM","N02AA","OXYNORM"
"1483","ALCALOIDES NATURELS DE L'OPIUM","N02AA","OXYNORMORO"
"1484","ALCALOIDES NATURELS DE L'OPIUM","N02AA","DICODIN"
"1485","ALCALOIDES NATURELS DE L'OPIUM","N02AA","OXSYNIA"
"1486","DERIVES DE LA PHENYLPIPERIDINE","N02AB","BREAKYL"
"1487","DERIVES DE LA PHENYLPIPERIDINE","N02AB","FENTANYL"
"1488","DERIVES DE LA PHENYLPIPERIDINE","N02AB","RECIVIT"
"1489","DERIVES DE LA PHENYLPIPERIDINE","N02AB","INSTANYL"
"1490","DERIVES DE LA PHENYLPIPERIDINE","N02AB","DUROGESIC"
"1491","DERIVES DE LA PHENYLPIPERIDINE","N02AB","ACTIQ"
"1492","DERIVES DE LA PHENYLPIPERIDINE","N02AB","MATRIFEN"
"1493","DERIVES DE LA PHENYLPIPERIDINE","N02AB","ABSTRAL"
"1494","DERIVES DE LA PHENYLPIPERIDINE","N02AB","EFFENTORA"
"1495","DERIVES DE LA PHENYLPIPERIDINE","N02AB","PECFENT"
"1496","DERIVES DE LA DIPHENYLPROPYLAMINE","N02AC","ZORYON"
"1497","DERIVES DE L'ORIPAVINE","N02AE","TEMGESIC"
"1498","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","CODOLIPRANE"
"1499","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","PARACETAMOL"
"1500","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","KLIPAL"
"1501","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","LINDILANE"
"1502","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","DAFALGAN"
"1503","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","CLARADOL"
"1504","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","ANTARENE"
"1505","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","TRAMADOL/PARACETAMOL"
"1506","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","TRAMADOL"
"1507","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","ZALDIAR"
"1508","OPIACES EN ASSOCIATION AVEC ANALGESIQUES NON-OPIOIDES","N02AJ","IXPRIM"
"1509","AUTRES OPIOIDES","N02AX","TRAMADOL"
"1510","AUTRES OPIOIDES","N02AX","TOPALGIC"
"1511","AUTRES OPIOIDES","N02AX","CONTRAMAL"
"1512","AUTRES OPIOIDES","N02AX","ZAMUDOL"
"1513","AUTRES OPIOIDES","N02AX","ZUMALGIC"
"1514","AUTRES OPIOIDES","N02AX","BIODALGIC"
"1515","AUTRES OPIOIDES","N02AX","TAKADOL"
"1516","AUTRES OPIOIDES","N02AX","MONOCRIXO"
"1517","AUTRES OPIOIDES","N02AX","OROZAMUDOL"
"1518","AUTRES OPIOIDES","N02AX","MONOALGIC"
"1519","ACIDE SALICYLIQUE ET DERIVES","N02BA","ASPEGIC"
"1520","ACIDE SALICYLIQUE ET DERIVES","N02BA","ACIDE"
"1521","ACIDE SALICYLIQUE ET DERIVES","N02BA","ASPIRINE"
"1522","ACIDE SALICYLIQUE ET DERIVES","N02BA","MIGPRIV"
"1523","ANILIDES","N02BE","PARACETAMOL"
"1524","ANILIDES","N02BE","EFFERALGANMED"
"1525","ANILIDES","N02BE","DAFALGAN"
"1526","ANILIDES","N02BE","DOLIPRANE"
"1527","ANILIDES","N02BE","CLARADOL"
"1528","ANILIDES","N02BE","PARALYOC"
"1529","ANILIDES","N02BE","DOLKO"
"1530","ANILIDES","N02BE","EFFERALGAN"
"1531","ANILIDES","N02BE","IZALGI"
"1532","ANILIDES","N02BE","LAMALINE"
"1533","GABAPENTINOIDES","N02BF","GABAPENTINE"
"1534","GABAPENTINOIDES","N02BF","NEURONTIN"
"1535","GABAPENTINOIDES","N02BF","PREGABALINE"
"1536","GABAPENTINOIDES","N02BF","LYRICA"
"1537","GABAPENTINOIDES","N02BF","INCONNU"
"1538","AUTRES ANALGESIQUES ET ANTIPYRETIQUES","N02BG","NEFOPAM"
"1539","AUTRES ANALGESIQUES ET ANTIPYRETIQUES","N02BG","NEFOGJIX"
"1540","AUTRES ANALGESIQUES ET ANTIPYRETIQUES","N02BG","ACUPAN"
"1541","ALCALOIDES DE L'ERGOT","N02CA","DIERGOSPRAY"
"1542","ALCALOIDES DE L'ERGOT","N02CA","GYNERGENE"
"1543","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","SUMATRIPTAN"
"1544","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","IMIJECT"
"1545","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","IMIGRANE"
"1546","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","NARATRIPTAN"
"1547","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","NARAMIG"
"1548","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ZOLMITRIPTAN"
"1549","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ZOMIG"
"1550","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ZOMIGORO"
"1551","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","RIZATRIPTAN"
"1552","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","MAXALT"
"1553","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","MAXALTLYO"
"1554","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ALMOTRIPTAN"
"1555","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ALMOGRAN"
"1556","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","ELETRIPTAN"
"1557","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","RELPAX"
"1558","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","FROVATRIPTAN"
"1559","AGONISTES SELECTIFS DES RECEPTEURS 5HT1","N02CC","TIGREAT"
"1560","AUTRES ANTIMIGRAINEUX","N02CX","SANMIGRAN"
"1561","AUTRES ANTIMIGRAINEUX","N02CX","NOCERTONE"
"1562","BARBITURIQUES ET DERIVES","N03AA","ALEPSAL"
"1563","BARBITURIQUES ET DERIVES","N03AA","GARDENAL"
"1564","BARBITURIQUES ET DERIVES","N03AA","MYSOLINE"
"1565","DERIVES DE L'HYDANTOINE","N03AB","DI"
"1566","DERIVES DU SUCCINIMIDE","N03AD","ZARONTIN"
"1567","DERIVES DE LA BENZODIAZEPINE","N03AE","RIVOTRIL"
"1568","DERIVES DU CARBOXAMIDE","N03AF","TEGRETOL"
"1569","DERIVES DU CARBOXAMIDE","N03AF","CARBAMAZEPINE"
"1570","DERIVES DU CARBOXAMIDE","N03AF","OXCARBAZEPINE"
"1571","DERIVES DU CARBOXAMIDE","N03AF","TRILEPTAL"
"1572","DERIVES DU CARBOXAMIDE","N03AF","INOVELON"
"1573","DERIVES DU CARBOXAMIDE","N03AF","ESLICARBAZEPINE"
"1574","DERIVES DU CARBOXAMIDE","N03AF","ZEBINIX"
"1575","DERIVES D'ACIDE GRAS","N03AG","DIVALCOTE"
"1576","DERIVES D'ACIDE GRAS","N03AG","DEPAKINE"
"1577","DERIVES D'ACIDE GRAS","N03AG","DEPAKOTE"
"1578","DERIVES D'ACIDE GRAS","N03AG","MICROPAKINE"
"1579","DERIVES D'ACIDE GRAS","N03AG","VALPROATE"
"1580","DERIVES D'ACIDE GRAS","N03AG","DEPAMIDE"
"1581","DERIVES D'ACIDE GRAS","N03AG","KIGABEQ"
"1582","DERIVES D'ACIDE GRAS","N03AG","SABRIL"
"1583","DERIVES D'ACIDE GRAS","N03AG","GABITRIL"
"1584","AUTRES ANTIEPILEPTIQUES","N03AX","LAMOTRIGINE"
"1585","AUTRES ANTIEPILEPTIQUES","N03AX","LAMICTAL"
"1586","AUTRES ANTIEPILEPTIQUES","N03AX","TOPIRAMATE"
"1587","AUTRES ANTIEPILEPTIQUES","N03AX","EPITOMAX"
"1588","AUTRES ANTIEPILEPTIQUES","N03AX","LEVETIRACETAM"
"1589","AUTRES ANTIEPILEPTIQUES","N03AX","LEVIDCEN"
"1590","AUTRES ANTIEPILEPTIQUES","N03AX","SABANLEVA"
"1591","AUTRES ANTIEPILEPTIQUES","N03AX","KEPPRA"
"1592","AUTRES ANTIEPILEPTIQUES","N03AX","ZONISAMIDE"
"1593","AUTRES ANTIEPILEPTIQUES","N03AX","ZONEGRAN"
"1594","AUTRES ANTIEPILEPTIQUES","N03AX","DIACOMIT"
"1595","AUTRES ANTIEPILEPTIQUES","N03AX","VIMPAT"
"1596","AUTRES ANTIEPILEPTIQUES","N03AX","LACOSAMIDE"
"1597","AUTRES ANTIEPILEPTIQUES","N03AX","FYCOMPA"
"1598","AUTRES ANTIEPILEPTIQUES","N03AX","BRIVIACT"
"1599","AUTRES ANTIEPILEPTIQUES","N03AX","EPIDYOLEX"
"1600","AUTRES ANTIEPILEPTIQUES","N03AX","ONTOZRY"
"1601","AUTRES ANTIEPILEPTIQUES","N03AX","FINTEPLA"
"1602","AMINES TERTIAIRES","N04AA","ARTANE"
"1603","AMINES TERTIAIRES","N04AA","PARKINANE"
"1604","AMINES TERTIAIRES","N04AA","AKINETON"
"1605","AMINES TERTIAIRES","N04AA","LEPTICUR"
"1606","DOPA ET DERIVES","N04BA","MODOPAR"
"1607","DOPA ET DERIVES","N04BA","SINEMET"
"1608","DOPA ET DERIVES","N04BA","LEVODOPA"
"1609","DOPA ET DERIVES","N04BA","STALEVO"
"1610","DOPA ET DERIVES","N04BA","LEVOD/C/E"
"1611","DOPA ET DERIVES","N04BA","SCYOVA"
"1612","DERIVES DE L'ADAMANTANE","N04BB","MANTADIX"
"1613","AGONISTES DOPAMINERGIQUES","N04BC","PARLODEL"
"1614","AGONISTES DOPAMINERGIQUES","N04BC","ROPINIROLE"
"1615","AGONISTES DOPAMINERGIQUES","N04BC","REQUIP"
"1616","AGONISTES DOPAMINERGIQUES","N04BC","OPRYMEA"
"1617","AGONISTES DOPAMINERGIQUES","N04BC","PRAMIPEXOLE"
"1618","AGONISTES DOPAMINERGIQUES","N04BC","SIFROL"
